EVENTO,TIPO_EVENTO,CONTRATO,APELIDO,DESCRICAO,QUANTIDADE,
197,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,5,"R$  148,1100"
197,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",ACESS POINT,,3,"R$  91,1800"
197,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",SWITCH 16 PORTAS,,3,"R$  50,3000"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",NOTEBOOK TIPO I,NOTEBOOK CORE I7,1,"R$  534,7100"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",NOTEBOOK TIPO II,NOTEBOOK CORE I5,4,"R$  344,7500"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",NOTEBOOK TIPO III,NOTEBOOK CORE I3,5,"R$  270,3900"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",MICRO TIPO I,MICRODESKTOP I7,3,"R$  387,3600"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",MICRO TIPO II,MICRODESKTOP I5,9,"R$  221,7800"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,5,"R$  286,3400"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,,5,"R$  234,7000"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,5,"R$  148,1100"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",ACESS POINT,,3,"R$  91,1800"
198,ADITIVO DE PRAZO,"PREFEITURA MUNICIPAL DE ARACATI - DESENV ECON, TRAB E RENDA",SWITCH 16 PORTAS,,3,"R$  50,3000"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO I,NOTEBOOK CORE I7,20,"R$  534,7100"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO II,NOTEBOOK CORE I5,20,"R$  344,7500"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO III,NOTEBOOK CORE I3,15,"R$  270,3900"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO I,MICRODESKTOP I7,10,"R$  387,3600"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO II,MICRODESKTOP I5,10,"R$  221,7800"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,17,"R$  286,3400"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,,12,"R$  234,7000"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,25,"R$  148,1100"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 48 PORTAS,,5,"R$  193,4700"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 8 PORTAS,,1,"R$  13,4200"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,ACESS POINT,,5,"R$  91,1800"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 3000VA,,1,"R$  199,4600"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 1200VA,,8,"R$  63,8000"
206,CADASTRO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 700VA,,10,"R$  41,9500"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO I,NOTEBOOK CORE I7,20,"R$  534,7100"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO II,NOTEBOOK CORE I5,20,"R$  344,7500"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO III,NOTEBOOK CORE I3,15,"R$  270,3900"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO I,MICRODESKTOP I7,10,"R$  387,3600"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO II,MICRODESKTOP I5,10,"R$  221,7800"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,17,"R$  286,3400"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,,12,"R$  234,7000"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,25,"R$  148,1100"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 48 PORTAS,,5,"R$  193,4700"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 8 PORTAS,,1,"R$  13,4200"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,ACESS POINT,,5,"R$  91,1800"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 3000VA,,1,"R$  199,4600"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 1200VA,,8,"R$  63,8000"
207,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 700VA,,10,"R$  41,9500"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO I,NOTEBOOK CORE I7,20,"R$  534,7100"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO II,NOTEBOOK CORE I5,20,"R$  344,7500"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO III,NOTEBOOK CORE I3,15,"R$  270,3900"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO I,MICRODESKTOP I7,10,"R$  387,3600"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO II,MICRODESKTOP I5,10,"R$  221,7800"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,17,"R$  286,3400"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,,12,"R$  234,7000"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,25,"R$  148,1100"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 48 PORTAS,,5,"R$  193,4700"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 8 PORTAS,,1,"R$  13,4200"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,ACESS POINT,,5,"R$  91,1800"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 3000VA,,1,"R$  199,4600"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 1200VA,,8,"R$  63,8000"
208,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 700VA,,10,"R$  41,9500"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO I,NOTEBOOK CORE I7,20,"R$  534,7100"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO II,NOTEBOOK CORE I5,20,"R$  344,7500"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO III,NOTEBOOK CORE I3,15,"R$  270,3900"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO I,MICRODESKTOP I7,10,"R$  387,3600"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO II,MICRODESKTOP I5,10,"R$  221,7800"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,17,"R$  286,3400"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,,12,"R$  234,7000"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,25,"R$  148,1100"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 48 PORTAS,,5,"R$  193,4700"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 8 PORTAS,,1,"R$  13,4200"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,ACESS POINT,,5,"R$  91,1800"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 3000VA,,1,"R$  199,4600"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 1200VA,,8,"R$  63,8000"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 700VA,,10,"R$  41,9500"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,NOTEBOOK I7,,2,"R$  534,7100"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,NOTEBOOK I5,,6,"R$  344,7500"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,NOTEBOOK I3,,8,"R$  270,3900"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,MICRODESKTOP I7,,4,"R$  387,3600"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,MICRODESKTOP I5,,15,"R$  221,7800"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,MICRODESKTOP I3,,20,"R$  173,9300"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,SERVIDOR MÍNIMO 3.7 GHZ,,1,"R$  470,9100"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA LASER A4,,9,"R$  286,3400"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,IMPRESSORA LASER MONOCROMÁTICA A4,,8,"R$  234,7000"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA A4 COM BULK INK,,12,"R$  148,1100"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,SCANNER DE MESA,,1,"R$  358,3300"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,SCANNER DE MESA A4,,2,"R$  201,7300"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,SWITCH 48 PORTAS,,2,"R$  283,8900"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,SWITCH 16 PORTAS,,2,"R$  50,3000"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,SWITCH 8 PORTAS,,1,"R$  13,4200"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,REPETIDOR WI-FI,,2,"R$  36,6500"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,ACCESS POINT INDOOR,,4,"R$  91,1800"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,STORAGE NAS,,1,"R$  182,7800"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,HD EXTERNO PORTÁTIL 2TB,,2,"R$  29,2300"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,NOBREAK 1200VA,,2,"R$  63,8000"
212,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - ADMINISTRAÇÃO E RECURSOS HUMANOS,NOBREAK 700VA,,4,"R$  41,9500"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO I,NOTEBOOK CORE I7,20,"R$  534,7100"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO II,NOTEBOOK CORE I5,20,"R$  344,7500"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOTEBOOK TIPO III,NOTEBOOK CORE I3,15,"R$  270,3900"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO I,MICRODESKTOP I7,10,"R$  387,3600"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO II,MICRODESKTOP I5,10,"R$  221,7800"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,MICRO TIPO III,MICRODESKTOP I3,10,"R$  173,9300"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICO LASER –  PÁGINAS A4,,17,"R$  286,3400"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,,12,"R$  234,7000"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,,25,"R$  148,1100"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,DATASHOW MÍNIMO 2500 LUMENS,,1,"R$  181,1700"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 48 PORTAS,,5,"R$  193,4700"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,SWITCH 8 PORTAS,,1,"R$  13,4200"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,ACESS POINT,,5,"R$  91,1800"
209,ADITIVO DE PRAZO,PREFEITURA MUNICIPAL DE ARACATI - EDUCAÇÃO,NOBREAK 3000VA,,1,"R$  199,4600"
